Given example
50 1
44 1
30 1
35 2
12 2
21 2
61 2
28 2
76 2
40 1
15 1
0 2
52 0
72 0
43 2
73 1
81 0
49 1
87 1

efile
89
12 21
40 15
17 68
17 47
45 13
5 54
24 22
81 49
80 69
57 84
35 30
10 20
32 26
73 43
42 83
48 57
64 37
61 21
34 39
50 44
70 78
19 77
9 67
1 7
88 5
29 47
49 87
56 55
64 27
10 34
0 52
89 78
60 79
8 54
58 86
59 71
35 12
62 14
37 38
50 31
13 6
72 52
28 76
66 86
48 23
41 53
83 77
81 73
32 14
8 79
51 46
2 60
85 45
25 36
41 58
16 31
82 46
84 22
65 69
72 43
1 2
19 4
18 11
51 59
0 15
62 71
75 38
75 63
16 42
33 55
80 66
67 29
18 7
3 68
74 3
24 36
27 85
88 65
74 23
44 30
89 25
4 39
40 76
11 63
56 6
33 70
26 53
82 20
28 61

a 37
vfile
4
0 0
2 0
1 2
3 2

efile
3
0 2
1 3
1 2

a 38
vfile
17
10 0
5 2
16 0
15 2
7 0
8 1
13 1
1 0
0 2
9 2
14 2
12 0
6 1
4 0
3 2
11 1
2 0

efile
16
3 4
4 6
12 14
9 14
2 11
0 1
8 7
16 15
16 5
10 5
12 6
8 13
11 3
1 13
7 15
0 9

a 39
vfile
89
31 2
83 2
41 2
32 0
13 1
69 2
23 2
12 0
17 0
16 0
25 1
58 0
64 1
36 0
47 1
46 0
86 2
43 1
27 0
87 1
80 0
18 1
78 2
20 0
29 2
15 0
51 2
0 2
84 1
40 1
30 0
66 1
35 1
73 2
71 1
42 1
59 2
53 2
88 1
10 2
72 0
6 1
8 1
70 2
33 2
19 1
62 0
7 0
37 2
3 1
14 0
28 1
5 0
77 2
56 2
57 2
11 2
48 1
4 2
39 0
67 1
54 2
81 2
68 0
34 1
79 1
85 1
82 1
21 0
9 1
76 1
44 0
1 1
45 1
2 0
26 1
65 1
55 1
38 1
24 0
74 1
52 1
61 1
75 1
63 2
49 0
60 1
50 2
22 2

efile
88
82 85
9 21
40 84
16 17
33 19
24 74
48 11
19 62
81 68
41 83
49 60
3 14
40 30
69 13
29 15
67 39
64 36
9 76
64 58
57 11
66 30
65 26
85 79
83 31
12 23
88 10
75 61
51 15
36 47
18 78
42 59
32 13
25 58
16 25
2 26
34 79
27 43
50 22
0 51
72 6
50 60
0 84
46 47
28 14
34 68
72 10
67 54
48 4
80 18
8 6
82 21
20 29
42 71
59 53
8 70
77 5
27 87
81 54
1 44
24 38
17 12
75 63
76 44
73 35
86 46
66 35
38 55
3 37
56 77
1 45
80 87
20 78
43 86
52 61
2 45
56 57
69 23
74 52
62 7
4 39
73 71
32 41
49 63
33 70
37 7
88 53
65 55
28 5

a 40
vfile
78
12 1
72 1
33 2
66 0
14 2
22 2
48 1
57 0
58 2
53 2
52 0
69 0
56 1
60 0
19 0
13 0
68 0
25 1
15 0
29 1
71 1
28 2
63 0
67 0
46 1
77 1
39 0
65 2
64 1
50 0
76 1
54 2
61 2
44 1
7 0
3 1
27 0
73 2
26 1
47 1
62 0
43 2
2 2
6 0
0 2
37 0
11 1
21 2
40 1
35 1
32 2
75 0
45 1
8 1
18 2
30 2
17 1
1 2
49 1
38 1
42 1
4 0
16 1
20 1
70 0
51 1
36 0
5 2
59 0
23 2
74 2
9 1
34 1
55 0
24 1
10 0
31 1
41 2

efile
77
67 46
51 36
0 37
58 53
44 61
34 55
32 35
1 49
72 33
64 65
56 60
62 47
24 10
66 14
59 5
49 38
27 3
28 71
41 31
72 12
29 15
48 57
24 55
52 53
61 54
77 39
9 74
73 27
64 50
2 43
9 34
40 35
8 18
32 75
43 62
59 23
26 47
36 5
19 60
77 46
56 69
11 37
25 15
2 6
8 45
68 13
40 21
14 22
28 63
3 7
17 1
75 45
65 39
44 7
57 58
42 4
16 4
67 63
33 66
48 22
50 76
42 38
0 6
11 21
52 69
74 23
73 26
25 68
51 70
29 71
20 70
76 54
10 31
19 13
17 30
16 20
18 30

a 41
vfile
11
0 1
5 1
2 0
6 2
9 1
3 2
1 2
10 2
4 1
7 1
8 1

efile
10
10 4
9 6
9 3
2 6
2 5
0 5
8 7
1 10
1 3
4 7

a 42
vfile
13
3 1
2 2
8 0
10 2
12 2
1 0
4 2
9 2
11 1
0 2
5 2
6 0
7 0

efile
12
8 2
1 4
2 3
6 7
0 5
8 10
1 12
10 12
9 11
0 11
5 6
9 4

a 43
vfile
97
6 2
38 0
22 0
77 2
84 0
39 0
32 0
55 0
35 2
67 1
12 0
15 2
75 0
54 2
20 0
70 0
30 1
69 0
5 1
14 1
28 0
24 2
80 1
96 0
8 0
26 0
57 0
41 0
33 2
45 1
46 1
31 0
72 1
4 2
19 2
95 2
62 1
68 0
36 0
27 0
87 1
10 2
74 0
82 0
59 1
92 2
64 0
23 0
49 1
88 0
56 2
11 0
63 1
34 1
66 1
25 0
37 0
43 2
18 0
9 0
94 0
48 1
44 0
52 2
71 0
53 1
91 2
90 2
60 1
16 2
29 1
85 1
83 0
47 1
79 0
3 2
58 2
13 2
93 2
78 1
2 2
7 0
81 0
61 1
65 2
89 1
40 0
17 1
42 1
50 0
86 2
1 0
21 1
0 1
76 0
73 1
51 2

efile
96
38 6
53 71
57 26
40 17
16 60
65 61
73 51
1 86
58 13
93 13
81 7
44 52
2 7
75 15
27 36
20 54
57 41
88 56
0 21
59 92
68 62
49 23
73 76
84 77
10 87
88 49
62 95
79 47
68 36
9 94
0 76
56 11
67 35
74 82
24 28
38 22
75 54
58 3
96 8
64 23
34 66
48 94
43 37
52 71
25 66
5 69
8 26
28 14
46 31
3 79
24 80
40 89
42 50
72 31
10 74
32 55
81 61
48 44
18 43
70 30
85 29
9 18
91 53
1 21
19 4
41 33
50 86
16 29
90 60
27 87
67 12
34 63
33 45
80 96
64 92
83 85
69 30
32 39
89 65
45 46
17 42
83 47
77 22
84 39
25 37
19 95
72 4
90 91
93 78
11 63
20 70
2 78
5 14
12 15
82 59
35 55

a 44
vfile
99
4 1
31 0
87 1
83 0
3 1
84 1
42 2
21 1
30 0
47 2
97 2
68 2
80 0
28 0
1 0
33 0
88 0
59 0
91 1
85 0
23 2
46 0
50 0
41 2
10 0
32 2
69 1
63 2
54 2
13 2
12 1
14 1
71 0
26 2
5 2
56 2
61 0
25 0
29 0
66 2
8 2
34 0
7 1
70 2
22 1
75 2
55 0
64 1
93 2
53 2
73 0
76 1
92 2
6 1
86 2
90 2
95 2
11 0
27 1
43 1
18 1
78 0
65 1
35 1
82 2
16 2
49 1
38 1
79 1
44 0
20 2
24 1
81 2
96 1
72 1
9 2
19 2
89 0
98 1
2 1
60 0
48 2
0 0
77 0
39 0
94 2
51 0
17 2
58 1
74 2
37 0
15 1
62 1
67 2
45 2
36 2
57 1
40 1
52 2

efile
98
26 71
1 33
56 5
53 93
73 53
17 58
54 63
51 94
49 38
80 68
74 37
57 36
41 10
26 5
40 57
11 95
34 7
44 20
91 85
42 84
12 13
85 23
9 19
64 93
66 29
56 61
16 49
75 55
4 31
90 95
77 39
94 39
67 62
88 59
98 2
58 74
27 11
96 72
88 33
32 69
73 76
91 59
17 51
30 47
48 60
8 34
18 78
75 22
37 15
82 35
46 23
38 79
70 7
43 27
62 15
36 45
44 79
80 28
42 21
1 28
41 50
13 54
3 84
92 6
90 86
65 35
32 10
24 20
16 82
89 19
2 60
18 43
72 9
86 6
3 83
83 87
76 92
8 66
0 77
97 68
97 47
96 81
14 71
24 81
64 55
89 98
50 46
25 29
70 22
40 52
25 61
65 78
48 0
67 45
69 63
12 14
21 30
87 31

a 45
vfile
69
67 1
35 1
46 0
3 2
49 2
59 0
64 0
42 1
23 0
9 0
11 0
38 0
18 0
31 1
47 0
53 0
58 2
21 0
17 2
14 2
29 0
43 2
40 0
36 0
4 0
54 2
52 2
39 1
56 1
48 2
30 2
5 2
13 0
28 1
27 1
41 1
65 2
26 0
55 0
66 2
1 0
25 1
37 2
20 0
22 0
12 2
8 0
51 1
24 2
62 1
63 0
19 0
68 2
32 0
0 2
2 0
45 1
16 1
10 1
7 0
33 1
15 2
34 0
60 1
50 1
57 2
61 0
44 1
6 0

efile
68
29 14
26 55
50 60
58 21
65 26
24 51
33 15
64 59
64 42
13 5
17 21
57 61
1 25
47 31
58 53
1 66
44 61
57 50
10 7
0 2
3 46
8 51
56 48
9 11
43 29
11 38
4 54
56 39
27 28
33 7
5 30
17 14
8 12
52 54
40 43
42 23
49 3
49 59
40 36
28 13
66 55
25 37
24 62
12 22
2 45
20 37
32 68
16 45
32 0
16 10
34 15
9 23
52 39
41 27
19 68
36 4
35 67
53 47
18 38
62 63
34 60
44 6
48 30
18 31
35 46
19 63
65 41
20 22

a 46
vfile
23
22 0
5 1
1 2
0 1
8 2
9 1
10 0
13 0
17 2
2 0
14 1
19 0
12 1
4 1
21 1
15 1
7 0
6 1
20 2
18 0
16 2
3 2
11 0

efile
22
19 14
10 13
17 2
11 3
18 20
20 6
0 1
4 21
6 7
5 22
2 14
1 5
16 18
17 13
0 8
9 10
8 9
19 12
12 4
21 15
16 3
7 15

a 47
vfile
47
2 2
43 1
21 0
24 0
22 0
0 1
11 0
17 2
25 0
42 2
44 1
40 1
15 0
23 2
26 0
12 1
29 1
38 0
16 1
20 2
19 1
4 0
1 1
41 1
34 1
30 0
28 2
31 2
14 2
39 2
3 2
18 1
6 1
32 0
5 1
36 1
37 0
33 1
13 2
45 0
35 0
8 2
7 2
9 2
27 0
46 2
10 2

efile
46
17 25
1 4
42 44
29 38
16 38
0 22
40 15
8 7
9 7
10 46
40 44
35 45
0 11
8 35
26 23
45 13
2 43
24 22
41 34
28 30
33 13
32 6
27 46
23 15
12 29
18 6
43 21
18 3
26 12
14 31
34 30
36 37
17 11
14 39
36 5
9 27
33 37
1 41
19 20
32 5
28 31
19 4
3 39
25 42
24 21
16 20

a 48
vfile
49
39 2
22 1
8 0
21 1
7 2
4 1
9 2
6 1
12 0
31 1
23 1
2 2
40 1
38 2
34 0
41 1
35 1
25 0
16 0
26 0
37 1
29 0
0 0
17 2
13 2
33 1
44 1
28 0
19 1
36 1
32 0
24 1
5 1
45 2
18 0
47 1
42 2
20 1
15 2
48 1
43 1
30 2
46 0
1 0
3 1
10 2
27 0
14 0
11 1

efile
48
48 43
32 36
2 23
41 35
0 17
9 4
8 21
16 26
8 22
19 28
41 34
9 6
29 37
0 29
40 38
18 45
42 47
12 31
40 2
26 37
25 35
19 36
12 6
22 39
48 15
24 5
1 3
11 14
4 7
33 44
32 24
42 20
27 14
23 31
44 28
43 30
16 25
17 13
1 46
21 7
34 38
18 47
10 27
10 3
45 5
46 30
20 15
33 13

a 49
vfile
61
50 2
30 2
51 2
22 0
27 1
5 2
16 2
18 2
55 0
6 1
35 2
57 2
3 0
38 0
0 0
60 1
12 1
2 1
21 2
23 0
10 1
17 1
26 2
7 0
53 0
44 0
40 0
47 0
8 1
54 1
42 1
46 0
37 0
59 1
11 1
41 2
39 1
1 2
58 2
29 0
14 1
28 2
31 0
52 1
24 2
19 1
4 2
43 0
25 0
9 0
34 1
20 0
36 1
15 2
45 1
56 1
49 2
48 1
33 2
32 0
13 1

efile
60
17 10
29 14
37 46
3 38
21 23
16 5
40 44
51 30
48 49
17 26
57 3
32 33
24 19
43 4
36 15
11 59
56 45
10 23
59 37
41 11
24 52
20 36
56 49
8 47
6 55
0 38
42 46
28 14
9 34
27 22
0 60
1 39
57 35
51 22
45 15
41 39
44 53
2 21
32 13
25 43
26 7
35 6
16 18
18 55
1 58
50 30
60 12
28 31
27 5
8 54
25 9
19 4
52 31
34 20
53 7
2 12
42 54
58 29
48 33
40 47

a 50
vfile
36
16 0
21 1
14 1
20 1
4 0
9 0
13 2
17 0
31 2
27 2
34 0
29 2
26 1
1 1
25 0
18 2
28 1
33 0
6 1
5 1
23 2
15 2
8 0
11 0
30 2
7 2
3 0
0 2
22 0
35 0
24 1
12 0
32 1
2 1
10 2
19 2

efile
35
18 28
0 22
16 21
20 14
33 28
9 4
24 35
1 25
25 18
34 29
9 13
17 31
0 3
5 23
15 23
5 6
10 19
24 12
21 14
8 15
26 29
30 7
32 12
3 7
27 31
32 2
17 13
20 4
1 26
8 11
2 10
35 22
34 27
33 6
11 30

transform cost 0 (1)
vfile
12
0 1
1 2
2 0
3 0
4 2
5 2
6 0
7 1
8 0
9 1
10 1
11 1

efile
17
0 1
0 4
4 5
4 8
8 9
1 5
5 9
1 2
5 6
9 10
2 6
6 10
2 3
6 7
10 11
3 7
7 11

transform cost 0 (2)
vfile
15
0 0
1 1
2 2
3 2
4 1
5 0
6 0
7 2
8 1
9 0
10 0
11 2
12 1
13 2
14 1

efile
22
0 1
0 5
5 6
5 10
10 11
1 6
6 11
1 2
7 7
11 12
2 7
7 12
2 3
7 8
12 13
3 8
8 13
3 4
8 9
13 14
4 9
9 14

same dictionary entries
vfile
15
0 0
1 1
2 2
3 2
4 1
5 0
6 0
7 2
8 1
9 0
10 0
11 2
12 1
13 2
14 1

efile
22
0 1
0 5
5 6
5 10
10 11
1 6
6 11
1 2
7 7
11 12
2 7
7 12
2 3
7 8
12 13
3 8
8 13
3 4
8 9
13 14
4 9
9 14

all plain
vfile
15
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0

efile
22
0 1
0 5
5 6
5 10
10 11
1 6
6 11
1 2
7 7
11 12
2 7
7 12
2 3
7 8
12 13
3 8
8 13
3 4
8 9
13 14
4 9
9 14

all hill
vfile
15
0 1
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 1

efile
22
0 1
0 5
5 6
5 10
10 11
1 6
6 11
1 2
7 7
11 12
2 7
7 12
2 3
7 8
12 13
3 8
8 13
3 4
8 9
13 14
4 9
9 14

all swamp
vfile
15
0 2
1 2
2 2
3 2
4 2
5 2
6 2
7 2
8 2
9 2
10 2
11 2
12 2
13 2
14 2

efile
22
0 1
0 5
5 6
5 10
10 11
1 6
6 11
1 2
7 7
11 12
2 7
7 12
2 3
7 8
12 13
3 8
8 13
3 4
8 9
13 14
4 9
9 14

alika
vfile
88
40 0
57 2
44 2
33 0
53 0
27 0
48 2
56 0
28 1
29 0
30 2
37 2
75 1
36 1
45 0
82 1
5 1
23 1
8 2
81 1
21 0
18 2
11 1
78 0
47 2
22 1
1 0
12 1
83 1
9 2
20 1
71 0
32 2
34 0
86 0
66 2
77 2
67 2
58 1
42 2
7 2
76 1
79 1
80 0
26 2
63 0
41 1
3 0
4 1
73 0
6 1
85 1
46 0
59 2
69 1
13 1
61 0
15 0
65 0
2 0
70 2
16 0
87 2
43 0
50 2
60 0
25 1
55 1
19 2
17 2
38 1
14 2
64 1
10 0
72 0
62 0
39 2
68 1
0 1
49 2
52 1
24 2
51 2
31 0
74 0
84 0
35 2
54 1

efile
88
40 38
57 29
44 54
33 71
53 65
27 30
48 33
56 41
28 0
29 22
30 55
37 70
75 81
36 77
45 39
82 62
5 50
23 63
8 69
81 26
21 18
18 12
11 4
78 72
47 14
22 46
1 9
12 78
83 86
9 11
20 16
71 15
32 53
34 83
86 35
66 64
77 52
67 60
58 31
42 6
7 49
76 79
79 19
80 36
26 82
63 20
41 17
3 34
4 21
73 2
6 57
85 32
46 59
59 10
69 74
13 27
61 5
15 37
65 23
2 87
70 80
16 43
87 13
43 76
50 75
60 25
25 7
55 3
19 45
17 84
38 67
14 48
64 40
10 68
72 8
62 24
39 44
68 73
0 42
49 56
52 47
24 58
51 28
31 51
74 1
84 66
35 61
54 85
